keyword	family_id	display	basis	evidence
액티페린	IRON_SUPPLEMENT	철분제(빈혈치료 보충제)	general_knowledge_unverified	액티페린(Actiferrin)=철분 보충제 대표 브랜드
엑스로탄	VALSARTAN_AMLODIPINE	발사르탄+암로디핀(엑스포지 제네릭)	web_search_2026_07_15	엑스로탄정5/80=암로디핀5+발사르탄80
리포덱스	RIFAMPICIN	리팜피신(결핵/수막염 치료제)	web_search_2026_07_15	리포덱스정600mg=리팜피신, 종근당 A11A0120A0400
에제로수	ROSUVASTATIN_EZETIMIBE	에제티미브+로수바스타틴(이상지질혈증)	general_knowledge_unverified	에제(에제티미브)+로수(로수바스타틴)+10/5 규격
기모타부	ANTIINFLAMMATORY_ENZYME	소염효소제(트립신/키모트립신 계열)	general_knowledge_unverified	기모타부정(Kimotab)=소염효소제, health.kr A11ABBBBB1015
테미스타	TELMISARTAN_AMLODIPINE	텔미사르탄/암로디핀(고혈압 복합제)	general_knowledge_unverified	테미(텔미사르탄)+40/5 규격 복합제 패턴
아놀렉스	ATENOLOL	아테놀올(베타차단 혈압강하제)	web_search_2026_07_15	아놀렉스정50mg=아테놀올, health.kr A11A2340A0114
다이투스	AMBROXOL	암브록솔염산염(진해거담제)	web_search_2026_07_15	다이투스정=암브록솔염산염, health.kr A11A2780A0144
에이트라	TRAMADOL_ACETAMINOPHEN	트라마돌+아세트아미노펜(진통제)	web_search_2026_07_15	아세트아미노펜325+트라마돌37.5, 코오롱제약
케이페리	EPERISONE	에페리손(근이완제)	web_search_2026_07_15	에페리손염산염50mg, 한국콜마
레보발사	VALSARTAN_AMLODIPINE	레보암로디핀+발사르탄(고혈압)	general_knowledge_unverified	2.5/80 레보암로+발사르탄 패턴
오프라캡	OMEPRAZOLE	오메프라졸(PPI 위산분비억제)	web_search_2026_07_15	오메프라졸20mg, 위더스제약
프로피진	레보드로프로피진	레보드로프로피진(진해제)	general_knowledge_unverified	-프로피진=레보드로프로피진 계열, 태극제약
코미시럽	COUGH_COLD_COMBO	페닐레프린+클로르페니라민(감기·비염시럽)	web_search_2026_07_15	페닐레프린+클로르페니라민, 코오롱제약
노이로민	ST_JOHNS_WORT_EXTRACT	세인트존스워트 엑스(식물성 항우울제)	web_search_2026_07_15	세인트존스워트건조엑스300mg, 유유제약
에페릭손	EPERISONE	에페리손(근이완제)	general_knowledge_unverified	에페리손 표기 변형, 일화
유나스크	AMLODIPINE	암로디핀(고혈압)	web_search_2026_07_15	암로디핀베실산염, 한국유나이티드
마이칼디	CALCIUM_VITAMIN_D	칼슘+비타민D+엽산+B12(칼슘보충제)	web_search_2026_07_15	시트르산칼슘+콜레칼시페롤+B12+폴산, 명문제약
레프로스	레보드로프로피진	레보드로프로피진(진해제)	web_search_2026_07_15	레보드로프로피진, 뉴젠팜
헤모나민	IRON_SUPPLEMENT	철분제(빈혈)	general_knowledge_unverified	헤모=철분 조혈제, 마더스제약
나미야지	BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN	베타메타손+클로트리마졸+겐타마이신(피부복합크림)	web_search_2026_07_15	수출명 Beclogen Cream
에제페노	EZETIMIBE_FENOFIBRATE	에제티미브+페노피브레이트(이상지질혈증)	web_search_2026_07_15	에제티미브10+페노피브레이트160, 현대약품
타렌스탑	ANTIDIARRHEAL_COMBO	베르베린+비스무트+스코폴리아(지사·정장제)	web_search_2026_07_15	베르베린+비스무트+UDCA+스코폴리아, 한국파비스
텔민스타	TELMISARTAN_AMLODIPINE	텔미사르탄+암로디핀(고혈압)	general_knowledge_unverified	40/5 텔미/암로디핀 패턴
알츠코린	CHOLINE_ALFOSCERATE	콜린알포세레이트(뇌기능개선)	general_knowledge_unverified	알츠+코린(choline), 신풍제약
아베린엠	GLIMEPIRIDE_METFORMIN	글리메피리드+메트포르민(당뇨)	general_knowledge_unverified	2/500+엠(메트포르민), 휴온스
아토암로	AMLODIPINE_ATORVASTATIN	암로디핀+아토르바스타틴(고혈압·이상지질)	general_knowledge_unverified	아토+암로 5/10 패턴, 메디카코리아
레인보우	레보드로프로피진	레보드로프로피진(진해제)	web_search_2026_07_15	레보드로프로피진60mg, 삼익제약
피오글리	PIOGLITAZONE	피오글리타존(당뇨)	general_knowledge_unverified	피오글리타존, 성원애드콕
뮤코펙트	AMBROXOL	암브록솔(거담제)	general_knowledge_unverified	베링거 Mucopect=암브록솔 오리지널
헤모큐수	IRON_SUPPLEMENT	철분제(액상 수액제)	general_knowledge_unverified	헤모=철분 조혈제
레보세잘	LEVOCETIRIZINE	레보세티리진(항히스타민)	general_knowledge_unverified	레보세+잘(Xyzal)5mg, 동광제약
아크라손	BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN	아크라손크림(복합외용)	web_search_2026_07_15	스테로이드+항진균+항생
B형간염	HEPATITIS_B_VACCINE	B형간염 백신	general_knowledge_unverified	B형간염 예방접종제
헤파비아	AMINO_ACID_SOLUTION	헤파비아주(간질환용 아미노산 수액)	general_knowledge_unverified	간성 아미노산 수액
무피로신	MUPIROCIN	무피로신연고	general_knowledge_unverified	국소항생제
유글렉스	GLIMEPIRIDE	유글렉스정(글리메피리드)	web_search_2026_07_15	당뇨약
당귀수산	HANBANG_MIXED_HERBAL_EXTRACT	당귀수산(한방 처방)	general_knowledge_unverified	한방 탕제
디아솔액	GLUCOSE	디아솔액(포도당 함유 투석/관류액)	web_search_2026_07_15	포도당 함유 관류액
채혈핀촉	LANCET	채혈핀촉(란셋)	general_knowledge_unverified	채혈용 란셋
프로텍홈	INSECT_REPELLENT	프로텍홈(가정용 살충제)	web_search_2026_07_15	디노테퓨란 가정용 살충제
아스퀘어	AMLODIPINE_ATORVASTATIN	아스퀘어정(암로디핀+아토르바스타틴)	web_search_2026_07_15	고혈압/이상지질 복합제
당테스트	BLOOD_GLUCOSE_TEST_STRIP	당테스트(혈당 검사)	general_knowledge_unverified	혈당 측정 스트립
티라목스	AMOXICILLIN	티라목스정(아목시실린)	web_search_2026_07_15	아목시실린 항생제
멘소래담	METHYL_SALICYLATE	멘소래담(멘톨/캄파 외용진통)	general_knowledge_unverified	국소 진통소염
유니펙탄	ERDOSTEINE	유니펙탄캡슐(에르도스테인)	web_search_2026_07_15	에르도스테인300mg
손발싸개	APPAREL_TEXTILE	손·발싸개	general_knowledge_unverified	의류/섬유
빈혈검사	HEMOGLOBIN_TEST_STRIP	빈혈(Hb)검사 스틱	general_knowledge_unverified	빈혈=Hb 검사용 스트립
액티비원	THIAMINE_B1	액티비원주(푸르설티아민, 비타민B1)	web_search_2026_07_15	푸르설티아민 주사
칼시맥스	CALCIUM_VITAMIN_D	칼시맥스정(칼슘보충제)	general_knowledge_unverified	칼슘 보충제
닥터라민	AMINO_ACID_SOLUTION	닥터라민주(아미노산 수액)	general_knowledge_unverified	아미노산 정맥영양
맥문동탕	HANBANG_MIXED_HERBAL_EXTRACT	맥문동탕(한약 엑스제)	general_knowledge_unverified	한방 탕제
에버라민	AMINO_ACID_SOLUTION	에버라민주(아미노산 수액)	general_knowledge_unverified	아미노산 정맥영양
아세라노	TRAMADOL_ACETAMINOPHEN	아세라노정(트라마돌/아세트아미노펜)	web_search_2026_07_15	복합진통제
Tdap	INFLUENZA_VACCINE	Tdap 혼합백신(파상풍-디프-백일해)	general_knowledge_unverified	Tdap 혼합백신
퍼슨쿨링	INSECT_BITE_TOPICAL_UNCONFIRMED	퍼슨 쿨링겔(멘톨 냉감겔)	general_knowledge_unverified	냉감 겔
스틸녹스	ZOLPIDEM	스틸녹스정(졸피뎀)	general_knowledge_unverified	수면제
미다졸람	MIDAZOLAM	미다졸람주사	general_knowledge_unverified	미다졸람 주사
한방습포	HANBANG_MIXED_HERBAL_EXTRACT	한방습포제	general_knowledge_unverified	한방 외용 습포
일본뇌염	INFLUENZA_VACCINE	일본뇌염 백신	general_knowledge_unverified	일본뇌염 백신
록소드펜	LOXOPROFEN	록소드펜정(록소프로펜)	general_knowledge_unverified	록소프로펜 소염진통제
임펙타민	VITAMIN_B_COMPLEX	임펙타민파워정(종합비타민B군)	general_knowledge_unverified	비타민B군 복합제
니코에이	NICOTINE_REPLACEMENT	니코에이(니코틴 패치)	general_knowledge_unverified	금연 니코틴 패치
아로나민	VITAMIN_B_COMPLEX	아로나민(비타민B군 복합)	general_knowledge_unverified	종합비타민B군
니코사인	NICOTINE_REPLACEMENT	니코사인(금연 니코틴)	general_knowledge_unverified	금연 니코틴 제제
핸드타월	HYGIENE_TISSUE	핸드타월(위생 티슈)	general_knowledge_unverified	위생용 타월
교통카드	PROMO_MATERIAL	교통카드(비의료)	general_knowledge_unverified	지급용 교통카드
세파졸린	CEFAZOLIN	세파졸린주사(세파졸린)	general_knowledge_unverified	세파졸린 항생제
류펜프리	DICLOFENAC	류펜프리 플라스타(디클로페낙)	web_search_2026_07_15	디클로페낙 첩부제
아세크로	ACECLOFENAC	아세크로정(아세클로페낙)	general_knowledge_unverified	아세클로페낙 소염진통
박트리안	MUPIROCIN	박트리안연고(무피로신)	web_search_2026_07_15	무피로신 항생연고
글루메트	METFORMIN	글루메트정(메트포르민)	general_knowledge_unverified	메트포르민 당뇨약
파라마셋	TRAMADOL_ACETAMINOPHEN	파라마셋정(트라마돌/아세트아미노펜)	web_search_2026_07_15	복합진통제
뮤코스텐	ACETYLCYSTEINE	아세틸시스테인(진해거담제)	web_search_2026_07_15	아세틸시스테인200mg, nedrug 198901021
울트라셋	TRAMADOL_ACETAMINOPHEN	트라마돌/아세트아미노펜(진통제)	general_knowledge_unverified	얀센 울트라셋=트라마돌37.5/아세트아미노펜325
메가폴민	METFORMIN	메트포르민 서방정(당뇨병약)	web_search_2026_07_15	한미 메가폴민=메트포르민염산염
자연알파	NUTRITIONAL_SUPPLEMENT_GENERIC	건강기능식품(추정)	unresolved	제품명상 건기식 추정
아코라마	ACYCLOVIR	아시클로버(항바이러스제)	web_search_2026_07_15	아코라마캅셀200mg=아시클로버200mg
텔로디핀	TELMISARTAN_AMLODIPINE	텔미사르탄/암로디핀(고혈압)	general_knowledge_unverified	텔로=텔미사르탄, 디핀=암로디핀 40/5
글리메릴	GLIMEPIRIDE	글리메피리드(당뇨병약)	general_knowledge_unverified	글리메~=glimepiride 명명패턴
베실살탄	LOSARTAN_AMLODIPINE	암로디핀/로사르탄(고혈압)	web_search_2026_07_15	health.kr 베실살탄정5/50=암로디핀5+로사르탄50
베데스타	BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN	베타메타손/클로트리마졸/겐타마이신(외용 복합제)	web_search_2026_07_15	넬슨 베데스타크림
싸이클론	INSECT_REPELLENT	외용 유제(살충/방역 추정)	unresolved	유제(외용 에멀젼) 살충제 추정
포리부틴	TRIMEBUTINE	트리메부틴(기능성 위장관운동 조절제)	general_knowledge_unverified	삼일 포리부틴=Polybutin 트리메부틴말레산염
푸리타제	DIGESTIVE_ENZYME	판크레아틴 복합 소화효소제	web_search_2026_07_15	health.kr 푸리타제정 판크레아틴/셀룰라제/우담즙/디메티콘
아목사펜	AMOXICILLIN	아목시실린(페니실린계 항생제)	general_knowledge_unverified	아목사펜250mg=amoxicillin 명명패턴
하이탑핀	AMLODIPINE	S-암로디핀(고혈압)	web_search_2026_07_15	신풍 하이탑핀정=에스암로디핀니코틴산염
슈다페드	PSEUDOEPHEDRINE	슈도에페드린(비충혈제거제)	general_knowledge_unverified	슈다페드=Sudafed 슈도에페드린
리포액틴	ATORVASTATIN	아토르바스타틴(이상지질혈증)	web_search_2026_07_15	안국 리포액틴=아토르바스타틴
글라디엠	GLIMEPIRIDE	글리메피리드(당뇨병약)	web_search_2026_07_15	유한 글라디엠정1mg=글리메피리드
바크라폰	BACLOFEN	바클로펜(중추성 근이완제)	general_knowledge_unverified	바크라폰=baclofen 음차
바이제타	ROSUVASTATIN_EZETIMIBE	스타틴/에제티미브(이상지질혈증)	unresolved	제타=에제티미브, 스타틴 종류 미확정
로사디핀	LOSARTAN_AMLODIPINE	로사르탄/암로디핀(고혈압)	general_knowledge_unverified	로사=로사르탄, 디핀=암로디핀 5/50
디오디핀	VALSARTAN_AMLODIPINE	발사르탄/암로디핀(고혈압)	web_search_2026_07_15	알리코 디오디핀정=발사르탄+암로디핀
반질연고	UREA_TOPICAL	요소(피부연화제)	web_search_2026_07_15	요소200mg/g 피부연화제, health.kr
메이킨큐	BISACODYL	비사코딜(자극성 변비약)	general_knowledge_unverified	명인 메이킨=장용 자극성 하제
아르바정	ATORVASTATIN	아토르바스타틴(이상지질혈증)	web_search_2026_07_15	nedrug 아르바정=아토르바스타틴칼슘삼수화물
쿨링덴트	DENTAL_HYGIENE_CONSUMER	구강청량/치과 케어(비의약)	general_knowledge_unverified	쿨링 구강케어 제품
듀얼살탄	TELMISARTAN_AMLODIPINE	텔미사르탄/암로디핀	general_knowledge_unverified	40/5, 텔미사르탄+암로디핀
아라스틴	AZELASTINE	아젤라스틴(항히스타민)	web_search_2026_07_15	nedrug 아라스틴정=아젤라스틴염산염1mg
아모사르	LOSARTAN_AMLODIPINE	로사르탄/암로디핀	general_knowledge_unverified	5/50=암로디핀5+로사르탄50
텔미로핀	TELMISARTAN_AMLODIPINE	텔미사르탄/암로디핀	general_knowledge_unverified	40/5 텔미=텔미사르탄+암로디핀
글루폴민	GLIMEPIRIDE_METFORMIN	글리메피리드/메트포르민	general_knowledge_unverified	2/500=글리메피리드2+메트포르민500
바소조신	TERAZOSIN	테라조신(전립선/고혈압)	web_search_2026_07_15	일화 바소조신정2mg=테라조신염산염
메가토스	VITAMIN_C	비타민C(고함량)	general_knowledge_unverified	메가토스씨=고용량 비타민C
텔로디탄	TELMISARTAN_AMLODIPINE	텔미사르탄/암로디핀	general_knowledge_unverified	40/5 텔로디탄=텔미사르탄+암로디핀
레드로진	레보드로프로피진	레보드로프로피진(진해)	web_search_2026_07_15	씨엠지 레드로진정=레보드로프로피진
하이로텐	LOSARTAN_AMLODIPINE	로사르탄/암로디핀	general_knowledge_unverified	5/50=암로디핀5+로사르탄50
씨티리진	CETIRIZINE	세티리진(항히스타민)	general_knowledge_unverified	씨티리진=세티리진 제네릭
콤비포지	VALSARTAN_AMLODIPINE	발사르탄/암로디핀	general_knowledge_unverified	5/160=암로디핀5+발사르탄160
엘티리진	LEVOCETIRIZINE	레보세티리진(항히스타민)	general_knowledge_unverified	엘(L)티리진=레보세티리진
로디비카	OLMESARTAN_AMLODIPINE	올메사르탄/S-암로디핀	web_search_2026_07_15	health.kr 로디비카정2.5/20=에스암로디핀+올메사르탄메독소밀
드로피진	레보드로프로피진	레보드로프로피진(진해)	web_search_2026_07_15	코오롱 드로피진시럽=레보드로프로피진
발사르텔	VALSARTAN_HCTZ	발사르탄/HCTZ(고혈압복합)	general_knowledge_unverified	80/12.5 발사르텔=발사르탄+HCTZ
알마겐트	ALMAGATE	알마게이트(제산제)	web_search_2026_07_15	알마게이트500mg, munyak 199703379
아트로반	ATORVASTATIN	아토르바스타틴(이상지질혈증)	web_search_2026_07_15	경동 아트로반정=아토르바스타틴10mg
텔미실산	TELMISARTAN_AMLODIPINE	텔미사르탄+암로디핀(고혈압 복합제)	general_knowledge_unverified	텔미=telmisartan, 40/5
글루피드	GLIMEPIRIDE	글리메피리드(당뇨)	web_search_2026_07_15	일화 글루피드정=글리메피리드, health.kr
크라맥스	AMOXICILLIN_CLAVULANATE	아목시실린+클라불란산(항생제)	web_search_2026_07_15	아목시실린250+클라불란산, munyak 199400695
헤모이지	IRON_SUPPLEMENT	헤모이지정(철분제)	general_knowledge_unverified	철분 보충제
바로다운	ROSUVASTATIN_EZETIMIBE	로수바스타틴+에제티미브(이상지질혈증)	web_search_2026_07_15	로수바스타틴+에제티미브, doctornow
레브로콜	레보드로프로피진	레보드로프로피진(진해제)	web_search_2026_07_15	한미 레브로콜정=레보드로프로피진60mg
텔사로핀	TELMISARTAN_AMLODIPINE	텔미사르탄+암로디핀(고혈압 복합제)	general_knowledge_unverified	텔=telmisartan, 40/5
아트놀셋	TRAMADOL_ACETAMINOPHEN	트라마돌+아세트아미노펜(진통제)	web_search_2026_07_15	트라마돌37.5+아세트아미노펜325, doctornow
푸로스타	FINASTERIDE	피나스테리드(전립선비대증)	web_search_2026_07_15	영풍 푸로스타정=피나스테리드, health.kr
다이비스	METFORMIN	메트포르민 서방정(당뇨)	general_knowledge_unverified	XR500mg=metformin서방, 다이비스=diabetes
아토미브	ATORVASTATIN_EZETIMIBE	아토르바스타틴+에제티미브(이상지질혈증)	general_knowledge_unverified	아토+미브 10/10
크리메릴	GLIMEPIRIDE	글리메피리드(당뇨)	general_knowledge_unverified	신풍, 메릴=glimepiride, 2mg
베르사체	TELMISARTAN_AMLODIPINE	텔미사르탄+암로디핀(고혈압 복합제)	web_search_2026_07_15	삼익 베르사체정40/5=암로디핀5+텔미사르탄40
노이시린	ANTACID	제산제(수산화마그네슘·알루미늄 복합)	general_knowledge_unverified	일양 노이시린에이=제산복합제
텔미트윈	TELMISARTAN_AMLODIPINE	텔미사르탄+암로디핀(고혈압 복합제)	general_knowledge_unverified	텔미+twin, 40/5
레바코드	REBAMIPIDE	레바미피드(위점막보호제)	web_search_2026_07_15	삼익 레바코드정=레바미피드100mg
임펙트윈	ROSUVASTATIN_EZETIMIBE	스타틴+에제티미브(이상지질혈증 추정)	unresolved	10/20 스타틴/에제티미브 복합 추정, 정확 스타틴 미확인
프로피나	FINASTERIDE	피나스테리드(전립선비대증)	web_search_2026_07_15	신풍 프로피나정=피나스테리드5mg
유니트린	TRIMEBUTINE	트리메부틴말레산염(소화기능이상)	general_knowledge_unverified	유니온 유니트린=트리메부틴말레산염
아로디핀	AMLODIPINE	암로디핀(고혈압)	general_knowledge_unverified	일화, 디핀=amlodipine 패턴
리피스톱	ATORVASTATIN	아토르바스타틴(이상지질혈증)	web_search_2026_07_15	일동, 무수아토르바스타틴칼슘 명시
세비살탄	OLMESARTAN_AMLODIPINE	올메사르탄+암로디핀(고혈압 복합제)	web_search_2026_07_15	동아 세비살탄5/20=암로디핀5/올메사르탄20
인코라민	VITAMIN_B_COMPLEX	활성비타민B군 복합 종합비타민	web_search_2026_07_15	종근당 인코라민=활성비타민B+A/C/E+미네랄
암로딕스	AMLODIPINE	S-암로디핀(고혈압)	general_knowledge_unverified	에스암로=S-암로디핀베실산염2.5mg, 광동
바이스탑	ANTIDIARRHEAL_COMBO	베르베린·비스무트 복합(지사정장제)	web_search_2026_07_15	베르베린+비스무트+UDCA+스코폴리아, doctornow
자누메트	SITAGLIPTIN_METFORMIN	시타글립틴+메트포르민(당뇨 복합제)	general_knowledge_unverified	자누메트=MSD 시타글립틴/메트포르민50/500
미카테르	TELMISARTAN_HCTZ	텔미사르탄+HCTZ(고혈압)	general_knowledge_unverified	미카=텔미사르탄, 플러스40/12.5=HCTZ
트윈베타	TELMISARTAN_AMLODIPINE	텔미사르탄+암로디핀(고혈압 복합제)	web_search_2026_07_15	대웅바이오 트윈베타80/5=텔미사르탄80/암로디핀5
반질크림	UREA_TOPICAL	우레아 크림(피부연화제)	web_search_2026_07_15	삼공 반질크림=우레아 고함량 피부연화
겐트리손	BETAMETHASONE_CLOTRIMAZOLE_GENTAMICIN	베타메타손+클로트리마졸+겐타마이신(복합 연고)	web_search_2026_07_15	신풍 겐트리손=스테로이드+항진균+항생제 복합외용
트윈다운	TELMISARTAN_AMLODIPINE	텔미사르탄+암로디핀(고혈압 복합제)	general_knowledge_unverified	40/5=텔미사르탄40/암로디핀5
글로스타	ATORVASTATIN	아토르바스타틴(이상지질혈증)	web_search_2026_07_15	제품명에 무수아토르바스타틴칼슘10mg 명시
유니코프	레보드로프로피진	레보드로프로피진(진해제)	web_search_2026_07_15	유니메드 유니코프정=레보드로프로피진60mg
레이셀코	CELECOXIB	레일라(생약)+세레콕시브(관절염 복합제)	web_search_2026_07_15	알리코 레이셀코=12종 생약엑스+세레콕시브
페인리스	TRAMADOL_ACETAMINOPHEN	트라마돌+아세트아미노펜(진통제)	general_knowledge_unverified	페인리스 세미=울트라셋 계열
시그나틴	CIMETIDINE	시메티딘(H2차단 위산분비억제제)	web_search_2026_07_15	동화 시그나틴=시메티딘, health.kr
텔미로탄	TELMISARTAN	텔미사르탄(ARB 고혈압)	general_knowledge_unverified	텔미로탄=텔미사르탄40mg 단일제, 씨엠지
듀이스타	TELMISARTAN_AMLODIPINE	텔미사르탄+암로디핀(고혈압 복합제)	web_search_2026_07_15	일양바이오팜 듀이스타40/5=텔미사르탄/암로디핀
메가파워	MULTIVITAMIN_MINERAL	종합비타민미네랄	web_search_2026_07_15	유한 메가파워정=비타민A/D/E/C/B군+미네랄
위엔자임	DIGESTIVE_ENZYME	소화효소 복합(소화제)	general_knowledge_unverified	엔자임=소화효소제, 노바엠헬스케어
베아잘탄	LOSARTAN_AMLODIPINE	암로디핀+로사르탄(고혈압 복합제)	general_knowledge_unverified	잘탄=로사르탄, 5/50=암로디핀5/로사르탄50
알도스텐	ERDOSTEINE	에르도스테인(점액용해 거담제)	web_search_2026_07_15	일동 알도스텐300=에르도스테인300mg
바이시브	ROSUVASTATIN_EZETIMIBE	에제티미브+심바스타틴(이상지질혈증)	web_search_2026_07_15	셀트리온 바이시브10/20=에제티미브10/심바스타틴20
울트라뉴	TRAMADOL_ACETAMINOPHEN	트라마돌+아세트아미노펜(진통제)	general_knowledge_unverified	울트라뉴 세미=울트라셋 계열, 시어스제약
실크론지	BETAMETHASONE	베타메타손+겐타마이신(복합 스테로이드 연고)	web_search_2026_07_15	동광 실크론지=베타메타손디프로피오네이트+겐타마이신
베시케어	SOLIFENACIN	솔리페나신(과민성방광 치료제)	general_knowledge_unverified	베시케어=아스텔라스 솔리페나신5mg 대표 브랜드
로바스타	ROSUVASTATIN	로수바스타틴(이상지질혈증)	web_search_2026_07_15	제품명에 로수바스타틴칼슘 명시, 유나이티드10mg
뉴스타젯	ROSUVASTATIN_EZETIMIBE	로수바스타틴+에제티미브(이상지질혈증)	web_search_2026_07_15	삼진 뉴스타젯알10/5=에제티미브10/로수바스타틴5
파인스겔	DICLOFENAC	파인스겔(디클로페낙 외용겔)	general_knowledge_unverified	외용 소염진통겔
크라목신	AMOXICILLIN_CLAVULANATE	크라목신정(아목시실린+클라불란산)	general_knowledge_unverified	복합 항생제
헤모포민	IRON_SUPPLEMENT	헤모포민에스정(철분제)	general_knowledge_unverified	철분 보충제
네오세틴	LEVOCETIRIZINE	네오세틴정(레보세티리진)	web_search_2026_07_15	레보세티리진 5mg
하이스탈	DIGESTIVE_ENZYME	하이스탈정(복합 소화효소·제산제)	web_search_2026_07_15	복합소화제
브로다제	BROMELAIN	브로다제장용정(브로멜라인)	general_knowledge_unverified	소염효소 장용정
아미카신	AMIKACIN	아미카신황산염주	general_knowledge_unverified	명칭에 아미카신 명시
케토파인	KETOPROFEN	케토파인겔(케토프로펜 외용겔)	general_knowledge_unverified	외용 소염진통겔
센티렉스	MULTIVITAMIN_MINERAL	센티렉스(종합비타민)	web_search_2026_07_15	종합비타민 영양제
액티비씨	MULTIVITAMIN_MINERAL	액티비씨정(종합비타민미네랄)	general_knowledge_unverified	종합비타민
로션세트	PROMO_MATERIAL	로션세트(사은/증정품)	general_knowledge_unverified	비의약품
액티프롤	UNKNOWN_INGREDIENT	액티프롤정(성분 미확인)	unresolved	검색으로 성분 확인 불가
썬팩타민	MULTIVITAMIN_MINERAL	썬팩타민연질캡슐(종합비타민)	web_search_2026_07_15	종합비타민 B군+D
다우제큐	DIGESTIVE_ENZYME	다우제큐정(소화효소+담즙산)	web_search_2026_07_15	건위소화제
에소피드	ESOMEPRAZOLE	에소피드정(에소메프라졸+탄산수소나트륨)	general_knowledge_unverified	PPI
아르믹스	AMINO_ACID_SOLUTION	아르믹스주(종합 아미노산 수액)	web_search_2026_07_15	복합 아미노산 주사
티디백신	INFLUENZA_VACCINE	녹십자티디백신(파상풍-디프테리아)	general_knowledge_unverified	Td 혼합백신
레보세린	LEVOCETIRIZINE	레보세린정(레보세티리진)	web_search_2026_07_15	항히스타민
화이투벤	COUGH_COLD_COMBO	화이투벤씨플러스캡슐(종합감기약)	web_search_2026_07_15	아세트아미노펜+항히스타민 복합
오로페롤	TOCOPHEROL_ACETATE	오로페롤연질캅셀(비타민E)	general_knowledge_unverified	비타민E
아이비돈	POVIDONE_IODINE	아이비돈점안액(포비돈요오드)	general_knowledge_unverified	포비돈요오드 점안
마오릭스	CHLORPHENESIN_CARBAMATE	마오릭스정(클로르페네신카르바메이트)	web_search_2026_07_15	근이완제
혈중지질	LIPID_TEST_STRIP	혈중지질 검사지	general_knowledge_unverified	지질 측정지
글로실린	AMOXICILLIN_CLAVULANATE	글로실린정(아목시실린+클라불란산)	general_knowledge_unverified	복합 항생제
코디프로	COUGH_COLD_COMBO	코디프로시럽(디히드로코데인 복합 진해거담)	web_search_2026_07_15	진해거담 복합
오구목스	AMOXICILLIN_CLAVULANATE	오구목스정(아목시실린+클라불란산)	general_knowledge_unverified	복합 항생제
알레그라	FEXOFENADINE	알레그라정(펙소페나딘)	general_knowledge_unverified	항히스타민
에르도스	ERDOSTEINE	에르도스캡슐(에르도스테인)	general_knowledge_unverified	거담
한파대응	PROMO_MATERIAL	한파대응 물품(비의약)	general_knowledge_unverified	비의약 물품
키친타올	HYGIENE_TISSUE	키친타올(비의약 소모품)	general_knowledge_unverified	위생 티슈
깔개매트	PROMO_MATERIAL	깔개매트(비의약 소모품)	general_knowledge_unverified	비의약품
구강세트	DENTAL_HYGIENE_CONSUMER	구강세트(구강관리 소모품)	general_knowledge_unverified	구강위생
스토마정	MUGWORT_EXTRACT	스토마정(애엽 연조엑스)	web_search_2026_07_15	위점막보호 생약
베스자임	DIGESTIVE_ENZYME	베스자임정(소화효소복합)	general_knowledge_unverified	소화효소제
수액셋트	IV_ADMIN_SET	수액세트(IV set)	general_knowledge_unverified	수액 투여 기구
쿨스카프	APPAREL_TEXTILE	쿨스카프(냉감 스카프)	general_knowledge_unverified	비의료 의류
천지인환	HANBANG_MIXED_HERBAL_EXTRACT	천지인환(한방 환제)	general_knowledge_unverified	한약
아모렉스	CEFACLOR	아모렉스정(세파클러)	web_search_2026_07_15	세파계 항생제
보습크림	SKINCARE_COSMETIC_TOPICAL	보습크림	general_knowledge_unverified	피부 보습제
키네시오	KINESIOLOGY_TAPE	키네시오 테이핑	general_knowledge_unverified	근육 테이프
헥사메딘	CHLORHEXIDINE	헥사메딘(클로르헥시딘 가글)	general_knowledge_unverified	구강소독
판비콤프	VITAMIN_B_COMPLEX	판비콤프주(비타민B복합 주사)	web_search_2026_07_15	B복합 주사
나비바늘	IV_ADMIN_SET	나비바늘(butterfly needle)	general_knowledge_unverified	채혈/수액 날개바늘
모노독시	DOXYCYCLINE	모노독시엠캡슐(독시사이클린)	general_knowledge_unverified	테트라사이클린계 항생제
생리식염	SODIUM_CHLORIDE	0.9% 생리식염주사액	general_knowledge_unverified	노멀세일라인
타미트라	TRAMADOL_ACETAMINOPHEN	타미트라정(트라마돌+아세트아미노펜)	web_search_2026_07_15	진통제
세파클러	CEFACLOR	세파클러캡슐(세파클러)	general_knowledge_unverified	세파계 항생제
아세트펜	ACETAMINOPHEN	아세트펜 프리믹스주(아세트아미노펜)	general_knowledge_unverified	해열진통 주사
콜레스텍	LIPID_TEST_STRIP	콜레스텍 LDX 지질검사	general_knowledge_unverified	Cholestech LDX 지질측정 카트리지
제일파프	METHYL_SALICYLATE	제일파프(살리실산메틸 첩부제)	general_knowledge_unverified	파프제 소염진통
스킨코트	SKINCARE_COSMETIC_TOPICAL	스킨코트 피부보호제	general_knowledge_unverified	피부 보호막 도포제
아세테인	ACETYLCYSTEINE	아세테인캅셀(아세틸시스테인)	general_knowledge_unverified	거담제
